Idea Number,Channel,Theme,What are the challenges/issues raised?,What is the proposed solution?
1836,ذاتية,المشاركة المواطنة,غياب التحسيس بأهمية الديمقراطية التشاركية و خاصة على مستوى المنتخبين,"خلق آلية للتواصل بين هيئات الجماعات الترابية للجهة و الفعاليات المدنية على مستوى تراب الجهة 
وضع ضوابط تهم تنظيم العلاقات التواصلية للمنتخب و الهيئات
فك الارتباط بين ما هو سياسي وما هو مدني و الحرص على استقلالية الهيئات الاستشارية للجهة 
الرفع من قدرات فعاليات المجتمع المدني و الجمعيات في مجال تدبير العرائض .
إدراج الهيئات ضمن توجهات الهيكل التنظيمي للجهة و تخصيص مصالح تعنى بذلك 
تنظيم منتديات جهوية و إقليمية لتعزيز القوة الإقتراحية لفعاليات المجتمع المدني"
1929,الموقع,الرقمنة,أرى أن رقمنة الإدارة بجهة الداخلة وادي الذهب وخصوصا مكتب الضبط لا يزال ضعيفا,القيام بدوران تكوينية لفائدة موظفي مكتب الضبط بالجهة وإنجاز سجل الكتروني
2024,ذاتية,الرقمنة,تكوين العنصر البشري,نقص التكوين في المجال
2055,ذاتية,التواصل والوصول إلى المعلومة,غياب خلية للتواصل,احداث خلية للتواصل مؤهلة مع توفير اليات العمل
2056,ذاتية,التواصل والوصول إلى المعلومة,عدم توفر الجماعة على مكتب للاستقبال وتوجيه المواطنين/ات,"احداث مكتب استقبال وتوجيه المواطنين/ات في مدخل الجماعة مع توفير شاشات للتوجيه ونشر المعلومات المتعلقة بالخدمات والمكاتب المخصصة لها،
اعتماد التشوير داخل مرافق الجماعة"
2058,ذاتية,التواصل والوصول إلى المعلومة,قلة المعلومات المتواجدة بالموقع الكتروني و بصفحة الفايسبوك الخاصة بالجماعة,تعزيز وتحيين المعلومات المدرجة بالموقع الكتروني و بصفحة الفايسبوك
2061,ذاتية,التواصل والوصول إلى المعلومة,ضعف انفتاح الجماعة على محيطها و ضعف التواصل في علاقة الادارة الجماعية بالمواطنين,"تأهيل وتكوين الموظفين في مجالات التواصل في إطار التكوين المستمر ، مع استقطاب الكفاءات في هذا المجال 
تنظيم حملات تحسيسية لفائدة المواطنين/ات من طرف الجماعة للتعريف باختصاصات الجماعة ومشاريعها وأنشطتها ( ندوات، لقاءات مباشرة، انشطة ثقافية ، ملتقيات ومهرجانات ,,,) 
اعتماد ميزانية تشاركية من خلال تخصيص جزء من ميزانية الاستثمار لتمويل مشاريع مقترحة من طرف المواطنين/ات"
2066,ذاتية,التواصل والوصول إلى المعلومة,عدم توفر الجماعة على رقم أخضر يسمح للمواطنين/ات بالتواصل وتقديم الاقتراحات والشكايات المباشرة بخصوص الخدمات الجماعية,احداث رقم أخضر يسمح للجماعة بالتوصل بمشاكل المواطنين/ات ومقترحاتهم بشكل مباشر
2070,ذاتية,التواصل والوصول إلى المعلومة,ضبابية الأدوار بين الموظفين,تبني الجماعة للهيكل الاداري يحدد اختصاصات موظفيها والاعلان عنه
2073,ذاتية,التواصل والوصول إلى المعلومة,انعدام الولوجيات للاشخاص في وضعية اعاقة,تعميم الولوجيات بجميع مرافق الجماعة وفضاءاتها
2076,ذاتية,الرقمنة,المعدات المعلوماتية غير كافية وغير محدثة,اقتناء المعدات المعلوميات
2077,ذاتية,الرقمنة,غياب مصلحة للنظام المعلوماتي,احداث مصلحة متخصصة في الرقمنة وفي تدبير الجانب المعلوماتي
2079,ذاتية,الرقمنة,خصاص حاد في الكفاءات المعلوماتية لمواكبة مشروع الرقمنة,تقوية التكوين المستمر
2081,ذاتية,الرقمنة,غياب رقمنة مكتب الضبط,احداث مكتب ضبط رقمي
2082,ذاتية,الرقمنة,الموقع الالكتروني الحالي غير محين وغير تفاعلي,تعزيز الجانب التفاعلي للموقع الاكتروني بحيث يصبح متصل بالنظام المعلوماتي للجماعة و يسمح بتلقي الشكايات وملاحظات المواطنين وكذا استقبال اقتراحاتهم
2084,ذاتية,المشاركة المواطنة,عدم وجود مخاطب وحيد للاجابة تساؤلات المواطنين/ات وغياب التنسيق في التواصل,خلق خلية للتواصل داخل الجماعة تتكون من منتخبين وموظفين
